route,epoch,loss,ce,supcon,rex,held_value
H1_c1_mlp_ce,14,0.029025814289020166,0.029025814289020166,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,15,0.026956570024291675,0.026956570024291675,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,16,0.025065672790838614,0.025065672790838614,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,17,0.023357024209366903,0.023357024209366903,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,18,0.021739480396111805,0.021739480396111805,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,19,0.020232496576176748,0.020232496576176748,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,20,0.019004474238802988,0.019004474238802988,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,21,0.017737361395524606,0.017737361395524606,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,22,0.016715226229280233,0.016715226229280233,0.0,0.0,domotic-monitor
H1_c1_mlp_ce,23,0.015701219129065674,0.015701219129065674,0.0,0.0,domotic-monitor
H2_c1_supcon_proto,0,0.6483880943722196,0.11712242869867219,5.312656535042657,0.0,domotic-monitor
H2_c1_supcon_proto,1,0.6123746799098121,0.09574746009376314,5.166272083918254,0.0,domotic-monitor
H2_c1_supcon_proto,2,0.5966750979423523,0.08375870705478722,5.1291637950473365,0.0,domotic-monitor
H2_c1_supcon_proto,3,0.5873599151770273,0.07643892077936067,5.1092098289065895,0.0,domotic-monitor
H2_c1_supcon_proto,4,0.5800802542103661,0.0697494519667493,5.103307988908556,0.0,domotic-monitor
H2_c1_supcon_proto,5,0.5737597280078464,0.06385952772365676,5.099001884460449,0.0,domotic-monitor
H2_c1_supcon_proto,6,0.5683905647860633,0.059056193050411016,5.093343602286445,0.0,domotic-monitor
H2_c1_supcon_proto,7,0.5630122555626763,0.053850779516829386,5.091614696714613,0.0,domotic-monitor
H2_c1_supcon_proto,8,0.558499836259418,0.04940984108381801,5.090899811850654,0.0,domotic-monitor
H2_c1_supcon_proto,9,0.5545560518900553,0.045590467751026154,5.089655717213948,0.0,domotic-monitor
H2_c1_supcon_proto,10,0.5512083305252923,0.04221597903718551,5.089923434787327,0.0,domotic-monitor
