variant,role,true_attack_label,nearest_attack_label,rows,rate_within_true_label,read_only,evidence_status
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin TCP Flooding,Merlin UDP Flooding,3117,0.08658333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin TCP Flooding,Mirai C&C Communication,12,0.0003333333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin TCP Flooding,Mirai TCP Flooding,38,0.0010555555555555555,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin TCP Flooding,Mirai UDP Flooding,2853,0.07925,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin UDP Flooding,Merlin ICMP Flooding,1,6.666666666666667e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin UDP Flooding,Merlin UDP Flooding,1680,0.112,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Merlin UDP Flooding,Mirai UDP Flooding,13319,0.8879333333333334,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Ingress Tool Transfer,7,0.009776536312849162,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Merlin C&C Communication,12,0.01675977653631285,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Merlin ICMP Flooding,9,0.012569832402234637,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Merlin TCP Flooding,448,0.6256983240223464,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Mirai C&C Communication,231,0.3226256983240223,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Mirai TCP Flooding,7,0.009776536312849162,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai C&C Communication,Mirai UDP Flooding,2,0.002793296089385475,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai GRE Flooding,Merlin UDP Flooding,2,5.555555555555556e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai GRE Flooding,Mirai GRE Flooding,35986,0.9996111111111111,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai GRE Flooding,Mirai TCP Flooding,9,0.00025,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai GRE Flooding,Mirai UDP Flooding,3,8.333333333333333e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,Ingress Tool Transfer,171,0.00475,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,Merlin UDP Flooding,2,5.555555555555556e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,Mirai GRE Flooding,1073,0.029805555555555554,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,Mirai TCP Flooding,27608,0.7668888888888888,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai TCP Flooding,Mirai UDP Flooding,7146,0.1985,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Mirai UDP Flooding,Mirai UDP Flooding,36000,1.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Ingress Tool Transfer,53,0.23660714285714285,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Merlin C&C Communication,15,0.06696428571428571,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Merlin ICMP Flooding,15,0.06696428571428571,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Merlin TCP Flooding,26,0.11607142857142858,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Mirai C&C Communication,102,0.45535714285714285,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Mirai TCP Flooding,1,0.004464285714285714,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Reporting,Mirai UDP Flooding,12,0.05357142857142857,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,File Download,865,0.012013888888888888,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Ingress Tool Transfer,50190,0.6970833333333334,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Merlin C&C Communication,2562,0.035583333333333335,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Merlin ICMP Flooding,9095,0.12631944444444446,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Merlin TCP Flooding,7297,0.10134722222222223,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Merlin UDP Flooding,4,5.555555555555556e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Mirai C&C Communication,1121,0.015569444444444445,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Mirai TCP Flooding,546,0.007583333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,TCP Scan,Mirai UDP Flooding,320,0.0044444444444444444,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,File Download,429,0.005958333333333334,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Ingress Tool Transfer,66372,0.9218333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Merlin C&C Communication,1077,0.014958333333333334,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Merlin ICMP Flooding,745,0.010347222222222223,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Merlin TCP Flooding,69,0.0009583333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Mirai C&C Communication,1359,0.018875,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Mirai GRE Flooding,1,1.388888888888889e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Mirai TCP Flooding,1774,0.024638888888888887,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,Telnet Brute Force,Mirai UDP Flooding,174,0.002416666666666667,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,File Download,18,0.004243281471004243,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Ingress Tool Transfer,336,0.07920792079207921,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Merlin C&C Communication,3,0.0007072135785007072,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Merlin ICMP Flooding,16,0.003771805752003772,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Merlin TCP Flooding,3484,0.8213107024988213,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Merlin UDP Flooding,5,0.0011786892975011788,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Mirai C&C Communication,5,0.0011786892975011788,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Mirai TCP Flooding,371,0.08745874587458746,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,dev_future_attack_query_exact,UDP Scan,Mirai UDP Flooding,4,0.000942951438000943,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,File Download,File Download,105,1.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Ingress Tool Transfer,Ingress Tool Transfer,2320,0.9743805123897522,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Ingress Tool Transfer,Merlin TCP Flooding,2,0.0008399832003359933,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Ingress Tool Transfer,Mirai C&C Communication,2,0.0008399832003359933,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Ingress Tool Transfer,Mirai TCP Flooding,57,0.02393952120957581,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,File Download,3407,0.49904789805185296,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Ingress Tool Transfer,138,0.02021385674527611,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Merlin C&C Communication,615,0.09008349201699135,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Merlin UDP Flooding,157,0.02299692397832137,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Mirai C&C Communication,279,0.04086714515892779,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Mirai TCP Flooding,1439,0.2107807235974806,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin C&C Communication,Mirai UDP Flooding,792,0.11600996045114985,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin ICMP Flooding,Merlin ICMP Flooding,13694,0.9982504738300044,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin ICMP Flooding,Merlin UDP Flooding,22,0.0016037323224959907,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin ICMP Flooding,Mirai UDP Flooding,2,0.0001457938474996355,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Merlin ICMP Flooding,6764,0.2818333333333333,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Merlin TCP Flooding,1,4.1666666666666665e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Merlin UDP Flooding,2025,0.084375,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Mirai GRE Flooding,2,8.333333333333333e-05,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Mirai TCP Flooding,181,0.007541666666666667,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin TCP Flooding,Mirai UDP Flooding,15027,0.626125,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin UDP Flooding,Mirai GRE Flooding,1,0.0001528584530724549,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Merlin UDP Flooding,Mirai UDP Flooding,6541,0.9998471415469276,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai C&C Communication,Merlin TCP Flooding,11,0.10377358490566038,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai C&C Communication,Mirai C&C Communication,94,0.8867924528301887,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai C&C Communication,Mirai UDP Flooding,1,0.009433962264150943,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai GRE Flooding,Mirai GRE Flooding,24000,1.0,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai TCP Flooding,Mirai GRE Flooding,397,0.016541666666666666,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai TCP Flooding,Mirai TCP Flooding,15537,0.647375,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai TCP Flooding,Mirai UDP Flooding,8066,0.33608333333333335,True,reused_development_diagnostic_not_fresh_validation
E64_nested_source_time_balanced,same_file_time_forward_dev_query_exact,Mirai UDP Flooding,Mirai UDP Flooding,24000,1.0,True,reused_development_diagnostic_not_fresh_validation
